Contig id	Gene symbol	Start	Stop	Strand	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	Strain	Plasmid	BioSample	Organism	Size
NZ_MT732190.1	qacEdelta1	175126	175470	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI8635/11	 pPUV-12	PRJNA224116	Pseudomonas aeruginosa	441
NZ_MT732190.1	aadA6	175561	176391	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI8635/11	 pPUV-12	PRJNA224116	Pseudomonas aeruginosa	441
NZ_MT732190.1	blaOXA-2	176431	177255	-	oxacillin-hydrolyzing class D beta-lactamase OXA-2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	275	275	100.0	100.0	275	WP_001007673.1	oxacillin-hydrolyzing class D beta-lactamase OXA-2	NMI8635/11	 pPUV-12	PRJNA224116	Pseudomonas aeruginosa	441
NZ_MT732190.1	ant(4')-IIb	180278	181030	+	aminoglycoside nucleotidyltransferase ANT(4')-IIb	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	BLASTX	251	251	100.0	99.2	251	WP_063840509.1	aminoglycoside nucleotidyltransferase ANT(4')-IIb	NMI8635/11	 pPUV-12	PRJNA224116	Pseudomonas aeruginosa	441
NZ_MT732190.1	sul1	184875	185711	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI8635/11	 pPUV-12	PRJNA224116	Pseudomonas aeruginosa	441
NZ_MT732190.1	qacEdelta1	185708	186052	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI8635/11	 pPUV-12	PRJNA224116	Pseudomonas aeruginosa	441
NZ_MT732190.1	aadA6	186143	186973	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI8635/11	 pPUV-12	PRJNA224116	Pseudomonas aeruginosa	441
NZ_MT732190.1	blaVIM-2	187064	187861	-	subclass B1 metallo-beta-lactamase VIM-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	266	266	100.0	100.0	266	WP_003108247.1	subclass B1 metallo-beta-lactamase VIM-2	NMI8635/11	 pPUV-12	PRJNA224116	Pseudomonas aeruginosa	441
NZ_MT732190.1	ant(2'')-Ia	187943	188473	-	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	177	177	100.0	100.0	177	WP_000381802.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	NMI8635/11	 pPUV-12	PRJNA224116	Pseudomonas aeruginosa	441
NZ_MT732190.1	tet(C)	191758	192945	+	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	396	396	100.0	100.0	396	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NMI8635/11	 pPUV-12	PRJNA224116	Pseudomonas aeruginosa	441
NZ_MT732191.1	tet(C)	170301	171488	-	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	396	396	100.0	100.0	396	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NMI8769/11	 pPUV-13	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732191.1	ant(2'')-Ia	174773	175303	+	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	177	177	100.0	100.0	177	WP_000381802.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	NMI8769/11	 pPUV-13	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732191.1	blaVIM-2	175385	176182	+	subclass B1 metallo-beta-lactamase VIM-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	266	266	100.0	100.0	266	WP_003108247.1	subclass B1 metallo-beta-lactamase VIM-2	NMI8769/11	 pPUV-13	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732191.1	aadA6	176273	177103	+	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI8769/11	 pPUV-13	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732191.1	qacEdelta1	177194	177538	+	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI8769/11	 pPUV-13	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732191.1	sul1	177535	178371	+	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI8769/11	 pPUV-13	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732191.1	ant(4')-IIb	182216	182968	-	aminoglycoside nucleotidyltransferase ANT(4')-IIb	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	BLASTX	251	251	100.0	99.2	251	WP_063840509.1	aminoglycoside nucleotidyltransferase ANT(4')-IIb	NMI8769/11	 pPUV-13	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732191.1	ant(2'')-Ia	185979	186509	+	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	177	177	100.0	100.0	177	WP_000381802.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	NMI8769/11	 pPUV-13	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732191.1	blaVIM-2	186591	187388	+	subclass B1 metallo-beta-lactamase VIM-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	266	266	100.0	100.0	266	WP_003108247.1	subclass B1 metallo-beta-lactamase VIM-2	NMI8769/11	 pPUV-13	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732191.1	aadA6	187479	188309	+	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI8769/11	 pPUV-13	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732191.1	qacEdelta1	188400	188744	+	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI8769/11	 pPUV-13	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732191.1	sul1	188741	189577	+	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI8769/11	 pPUV-13	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732192.1	sul1	174293	175129	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI6124/12	 pPUV-14	PRJNA224116	Pseudomonas aeruginosa	422
NZ_MT732192.1	qacEdelta1	175126	175470	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI6124/12	 pPUV-14	PRJNA224116	Pseudomonas aeruginosa	422
NZ_MT732192.1	aadA6	175561	176391	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI6124/12	 pPUV-14	PRJNA224116	Pseudomonas aeruginosa	422
NZ_MT732192.1	blaVIM-2	176482	177279	-	subclass B1 metallo-beta-lactamase VIM-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	266	266	100.0	100.0	266	WP_003108247.1	subclass B1 metallo-beta-lactamase VIM-2	NMI6124/12	 pPUV-14	PRJNA224116	Pseudomonas aeruginosa	422
NZ_MT732192.1	ant(2'')-Ia	177361	177891	-	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	177	177	100.0	100.0	177	WP_000381802.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	NMI6124/12	 pPUV-14	PRJNA224116	Pseudomonas aeruginosa	422
NZ_MT732193.1	sul1	181135	181971	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI1389/13	 pPUV-15	PRJNA224116	Pseudomonas aeruginosa	434
NZ_MT732193.1	qacEdelta1	181968	182312	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI1389/13	 pPUV-15	PRJNA224116	Pseudomonas aeruginosa	434
NZ_MT732193.1	aadA6	182403	183233	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI1389/13	 pPUV-15	PRJNA224116	Pseudomonas aeruginosa	434
NZ_MT732193.1	blaVIM-2	183324	184121	-	subclass B1 metallo-beta-lactamase VIM-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	266	266	100.0	100.0	266	WP_003108247.1	subclass B1 metallo-beta-lactamase VIM-2	NMI1389/13	 pPUV-15	PRJNA224116	Pseudomonas aeruginosa	434
NZ_MT732193.1	ant(2'')-Ia	184203	184733	-	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	177	177	100.0	100.0	177	WP_000381802.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	NMI1389/13	 pPUV-15	PRJNA224116	Pseudomonas aeruginosa	434
NZ_MT732194.1	sul1	174293	175129	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI700/14	 pPUV-16	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732194.1	qacEdelta1	175126	175470	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI700/14	 pPUV-16	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732194.1	aadA6	175561	176391	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI700/14	 pPUV-16	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732194.1	blaOXA-2	176431	177255	-	oxacillin-hydrolyzing class D beta-lactamase OXA-2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	275	275	100.0	100.0	275	WP_001007673.1	oxacillin-hydrolyzing class D beta-lactamase OXA-2	NMI700/14	 pPUV-16	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732194.1	ant(4')-IIb	180278	181030	+	aminoglycoside nucleotidyltransferase ANT(4')-IIb	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	BLASTX	251	251	100.0	99.2	251	WP_063840509.1	aminoglycoside nucleotidyltransferase ANT(4')-IIb	NMI700/14	 pPUV-16	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732194.1	sul1	184875	185711	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI700/14	 pPUV-16	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732194.1	qacEdelta1	185708	186052	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI700/14	 pPUV-16	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732194.1	aadA6	186143	186973	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI700/14	 pPUV-16	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732194.1	blaVIM-2	187064	187861	-	subclass B1 metallo-beta-lactamase VIM-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	266	266	100.0	100.0	266	WP_003108247.1	subclass B1 metallo-beta-lactamase VIM-2	NMI700/14	 pPUV-16	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732194.1	ant(2'')-Ia	187943	188473	-	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	177	177	100.0	100.0	177	WP_000381802.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	NMI700/14	 pPUV-16	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732195.1	ant(4')-IIb	188152	188904	+	aminoglycoside nucleotidyltransferase ANT(4')-IIb	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	BLASTX	251	251	100.0	99.2	251	WP_063840509.1	aminoglycoside nucleotidyltransferase ANT(4')-IIb	NMI133/15	 pPUV-17	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732195.1	sul1	192749	193585	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI133/15	 pPUV-17	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732195.1	qacEdelta1	193582	193926	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI133/15	 pPUV-17	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732195.1	aadA6	194017	194847	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI133/15	 pPUV-17	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732195.1	blaVIM-2	194938	195735	-	subclass B1 metallo-beta-lactamase VIM-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	266	266	100.0	100.0	266	WP_003108247.1	subclass B1 metallo-beta-lactamase VIM-2	NMI133/15	 pPUV-17	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732195.1	ant(2'')-Ia	195817	196347	-	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	177	177	100.0	100.0	177	WP_000381802.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	NMI133/15	 pPUV-17	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732196.1	sul1	175683	176519	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI5912/09	 pPUV-18	PRJNA224116	Pseudomonas aeruginosa	427
NZ_MT732196.1	qacEdelta1	176516	176860	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI5912/09	 pPUV-18	PRJNA224116	Pseudomonas aeruginosa	427
NZ_MT732196.1	aadA6	176951	177781	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI5912/09	 pPUV-18	PRJNA224116	Pseudomonas aeruginosa	427
NZ_MT732196.1	blaVIM-2	177872	178669	-	subclass B1 metallo-beta-lactamase VIM-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	266	266	100.0	100.0	266	WP_003108247.1	subclass B1 metallo-beta-lactamase VIM-2	NMI5912/09	 pPUV-18	PRJNA224116	Pseudomonas aeruginosa	427
NZ_MT732196.1	ant(2'')-Ia	178751	179281	-	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	177	177	100.0	100.0	177	WP_000381802.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	NMI5912/09	 pPUV-18	PRJNA224116	Pseudomonas aeruginosa	427
NZ_MT732197.1	sul1	174293	175129	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI2785/12	 pPUV-19	PRJNA224116	Pseudomonas aeruginosa	426
NZ_MT732197.1	qacEdelta1	175126	175470	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI2785/12	 pPUV-19	PRJNA224116	Pseudomonas aeruginosa	426
NZ_MT732197.1	aadA6	175561	176391	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI2785/12	 pPUV-19	PRJNA224116	Pseudomonas aeruginosa	426
NZ_MT732197.1	blaVIM-2	176482	177279	-	subclass B1 metallo-beta-lactamase VIM-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	266	266	100.0	100.0	266	WP_003108247.1	subclass B1 metallo-beta-lactamase VIM-2	NMI2785/12	 pPUV-19	PRJNA224116	Pseudomonas aeruginosa	426
NZ_MT732197.1	ant(2'')-Ia	177361	177891	-	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	177	177	100.0	100.0	177	WP_000381802.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	NMI2785/12	 pPUV-19	PRJNA224116	Pseudomonas aeruginosa	426
NZ_MT949191.1	blaKPC-2	3562	4440	-	carbapenem-hydrolyzing class A beta-lactamase KPC-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	293	293	100.0	100.0	293	WP_004199234.1	carbapenem-hydrolyzing class A beta-lactamase KPC-2	Pae-13	 pPae-13	PRJNA224116	Pseudomonas aeruginosa	35
NZ_MW300275.1	blaVIM-11	19614	20411	+	subclass B1 metallo-beta-lactamase VIM-11	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	266	266	100.0	100.0	266	WP_034080264.1	subclass B1 metallo-beta-lactamase VIM-11	C6	 pP6VIM-11	PRJNA224116	Pseudomonas aeruginosa	61
NZ_MW300275.1	aadA1	20579	21367	+	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.0	100.0	263	WP_001206317.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	C6	 pP6VIM-11	PRJNA224116	Pseudomonas aeruginosa	61
NZ_MW300275.1	qacEdelta1	21593	21937	+	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	C6	 pP6VIM-11	PRJNA224116	Pseudomonas aeruginosa	61
NZ_MW300275.1	sul1	21941	22777	+	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	C6	 pP6VIM-11	PRJNA224116	Pseudomonas aeruginosa	61
NZ_MW300276.1	blaVIM-11	4428	5225	+	subclass B1 metallo-beta-lactamase VIM-11	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	266	266	100.0	100.0	266	WP_034080264.1	subclass B1 metallo-beta-lactamase VIM-11	Ota2	 pPOta2VIM-11	PRJNA224116	Pseudomonas aeruginosa	45
NZ_MW300276.1	qacEdelta1	5289	5633	+	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	Ota2	 pPOta2VIM-11	PRJNA224116	Pseudomonas aeruginosa	45
NZ_MW300276.1	sul1	5630	6466	+	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	Ota2	 pPOta2VIM-11	PRJNA224116	Pseudomonas aeruginosa	45
NZ_MW300276.1	blaTEM-1	20161	21018	+	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	Ota2	 pPOta2VIM-11	PRJNA224116	Pseudomonas aeruginosa	45
NZ_MW310258.1	sul1	30374	31210	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	936401	 p936401VIM-11	PRJNA224116	Pseudomonas aeruginosa	48
NZ_MW310258.1	qacEdelta1	31207	31551	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	936401	 p936401VIM-11	PRJNA224116	Pseudomonas aeruginosa	48
NZ_MW310258.1	blaVIM-11	31615	32412	-	subclass B1 metallo-beta-lactamase VIM-11	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	266	266	100.0	100.0	266	WP_034080264.1	subclass B1 metallo-beta-lactamase VIM-11	936401	 p936401VIM-11	PRJNA224116	Pseudomonas aeruginosa	48
NZ_MW310258.1	aac(6')-Ib	32499	33050	-	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	EXACTX	184	184	100.0	100.0	184	WP_063840280.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	936401	 p936401VIM-11	PRJNA224116	Pseudomonas aeruginosa	48
NZ_MZ050803.1	blaKPC-2	3844	4722	-	carbapenem-hydrolyzing class A beta-lactamase KPC-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	293	293	100.0	100.0	293	WP_004199234.1	carbapenem-hydrolyzing class A beta-lactamase KPC-2	ZYPA	 pZYPA01	PRJNA224116	Pseudomonas aeruginosa	41
NZ_OK086355.1	aac(6')-Il	15679	16134	-	aminoglycoside N-acetyltransferase AAC(6')-Il	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	EXACTX	152	152	100.0	100.0	152	WP_013263788.1	aminoglycoside N-acetyltransferase AAC(6')-Il	12NE515	 p12NE515	PRJNA224116	Pseudomonas aeruginosa	24
